epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.9876242068799481,0.31431590068674065,1.756985865719011,0.3870530877573131,0.0003
2,1.6357508789886364,0.4477901038915302,1.612251532684814,0.46424702058504874,0.0003
3,1.503845730983519,0.5022597875212772,1.5057071186481035,0.511646803900325,0.0003
4,1.4013332861888967,0.5509185889534542,1.4446529487747284,0.5357529794149513,0.0003
5,1.3098748143222918,0.5902447614016553,1.3992860607181314,0.5628385698808234,0.0003
6,1.2385130765229986,0.6215883078006691,1.3787867708428323,0.5590465872156013,0.0003
7,1.1567977321618823,0.6548688149322064,1.3013094682993118,0.6034669555796316,0.0003
8,1.0979454123498744,0.6777601690438457,1.2770590173203664,0.6197183098591549,0.0003
9,1.0294802408161847,0.7058754475553207,1.2427694444925013,0.6438244853737811,0.0003
10,0.9708409698005153,0.732934202030874,1.2151274455071528,0.6522210184182016,0.0003
11,0.9211273010455646,0.7516581557785995,1.1853605562403298,0.6768689057421452,0.0003
12,0.8588114060964874,0.7779538651170981,1.148166055798143,0.6928494041170098,0.0003
13,0.824624986609236,0.7898691084111052,1.1259875177433019,0.7020585048754063,0.0003
14,0.7745894812751125,0.8134648118800258,1.0954479162509625,0.7153304442036836,0.0003
15,0.7304925583663762,0.827962669484064,1.0672343479850828,0.7340195016251354,0.0003
16,0.6965780550341878,0.8431648764453836,1.0492205147753557,0.747020585048754,0.0003
17,0.6641115332920451,0.8598931736808123,1.0400992612539108,0.7581256771397616,0.0003
18,0.6414408112325152,0.8698127604625228,1.0366382181063245,0.764626218851571,0.0003
19,0.6160418263670914,0.8765627751364677,1.033898132981355,0.766522210184182,0.0003
20,0.585251920396204,0.89147150319892,1.0183185975704008,0.7806067172264355,0.0003
21,0.5681217780602736,0.8964019486998884,0.9952878494820642,0.7857529794149513,0.0003
22,0.5421131864979897,0.9072019721782004,0.9956653645728288,0.7944203683640303,0.0003
23,0.5225320405829098,0.9145976404296531,0.9585284845800596,0.7995666305525461,0.0003
24,0.5136523354730115,0.9197628690497153,0.972443895376129,0.8001083423618635,0.0003
25,0.4930982285103706,0.9288607149145977,0.9640373806524638,0.8117551462621885,0.0003
26,0.4752510857601684,0.935258554909902,0.9706235275495866,0.7998374864572048,0.0003
27,0.47701291618628733,0.9346129013323942,0.9520425133947948,0.8169014084507042,0.0003
28,0.4607559638753312,0.942302048482714,0.967777809110003,0.80931744312026,0.0003
29,0.45438195812686083,0.9448846627927452,0.9405862397129848,0.8144637053087758,0.0003
30,0.4462511999272486,0.9478194517814169,0.9441301121355266,0.8247562296858072,0.0003
31,0.441555327622412,0.9497564125139403,0.948549396038572,0.8179848320693391,0.0003
32,0.4247653459120001,0.9557433820508305,0.933997185878609,0.820964247020585,0.0003
33,0.41777493997331644,0.9614955684686272,0.949515744769302,0.8196099674972914,0.0003
34,0.413634191955585,0.9608499148911194,0.9444833532185621,0.8171722643553629,0.0003
35,0.4235827610068963,0.9546281622351352,0.9307872516749869,0.8258396533044421,0.0003
36,0.4111834269069678,0.9617890473674943,0.9463256668553709,0.8258396533044421,0.0003
37,0.4027865534832957,0.9663086224100487,0.9440295307504524,0.8215059588299025,0.0003
38,0.3937653052056067,0.9690673240594001,0.9436259452467491,0.8179848320693391,0.0003
39,0.39176486004243444,0.9690673240594001,0.945013351326774,0.820964247020585,0.0003
40,0.3858529499329024,0.9704760227739625,0.9239958365844363,0.828819068255688,0.0003
41,0.3823928489451076,0.9717673299289781,0.9402362159892255,0.8223185265438786,0.0003
42,0.37772796457450686,0.9728238539648999,0.9308405969279817,0.8255687973997833,0.0003
