mlogloss,merror
2.262214893961521,0.6262188515709642
2.236522722153855,0.5560671722643553
2.2126852899047176,0.526273022751896
2.189097063190113,0.5073131094257854
2.1661832431736903,0.48537378114842905
2.144880257764849,0.4712892741061755
2.1244923295786164,0.4634344528710726
2.103878693681368,0.4509750812567714
2.084491230038884,0.4420368364030336
2.0647789871447264,0.4279523293607801
2.046787439226975,0.4230769230769231
2.028682460796536,0.4217226435536295
2.0110890270248136,0.416305525460455
1.9942792759621002,0.4141386782231853
1.9770778035936738,0.40492957746478875
1.9610007695877927,0.4005958829902492
1.9446876025794,0.40167930660888407
1.9289834586215304,0.3970747562296858
1.9140844827806447,0.394907908992416
1.89927467090337,0.388136511375948
1.8842425914652816,0.38678223185265437
1.87069631712602,0.3805525460455038
1.8567514404702936,0.3808234019501625
1.842996630288927,0.38001083423618637
1.8298110908799414,0.3743228602383532
1.8169602076739944,0.36998916576381363
1.8038268813687828,0.36728060671722645
1.7912725622030146,0.366738894907909
1.7787297632654206,0.36105092091007585
1.7660156522160104,0.3591549295774648
1.7540002778769832,0.35563380281690143
1.7422703886051478,0.355092091007584
1.7304451858396779,0.34994582881906827
1.7193875766620605,0.34832069339111593
1.708639137906992,0.34588299024918745
1.6975523874341214,0.3442578548212351
1.6867683396825035,0.34073672806067173
1.6758676517597386,0.33721560130010836
1.6653683900445668,0.3380281690140845
1.6552703119047543,0.33342361863488623
1.6448744164935172,0.3317984832069339
1.6348734326894725,0.3290899241603467
1.6249853147845614,0.32773564463705307
1.61525389240532,0.3228602383531961
1.6052941618121974,0.31852654387865653
1.5961672360176384,0.31392199349945826
1.5875337729280974,0.312296858071506
1.5782319400318265,0.3114842903575298
1.5691052009296056,0.30958829902491874
1.5601927073165887,0.30958829902491874
1.5518271946958706,0.3101300108342362
1.543166961436153,0.30525460455037917
1.5347087305616325,0.3047128927410618
1.5263702667854073,0.3003791982665222
1.5184780178613808,0.29848320693391117
1.5103285608012007,0.29875406283856987
1.502511295488958,0.29577464788732394
1.4944907854899425,0.29252437703141926
1.4870077089153286,0.2906283856988082
1.4793088033488615,0.28927410617551463
1.4715636620219326,0.28819068255687974
1.4641480962478455,0.2854821235102925
1.4569628977520495,0.28494041170097506
